year,state_seller,sector_seller,seller,state_buyer,sector_buyer,buyer,amount
1998,11,18,8,5,9,767,128.81699
1997,11,18,8,11,8,781,150.10199
1995,11,18,8,4,3,794,157.60558
1998,11,18,8,1,3,795,120.68847
2000,11,18,8,12,13,825,156.85588
1995,11,18,8,1,3,829,142.14195
1999,11,18,8,5,9,840,136.67285
1997,11,18,8,13,14,855,171.09344
1997,11,18,8,9,8,874,149.39296
2000,11,18,8,9,14,878,153.08319
1999,11,18,8,9,13,882,163.46513
2000,11,18,8,2,1,890,154.0975
2000,11,18,8,3,9,894,172.70786
1997,4,10,9,15,9,5,67.469063
1995,4,10,9,11,1,24,50.292797
1996,4,10,9,9,16,29,68.274467
1999,4,10,9,10,17,30,72.492317
2000,4,10,9,4,13,32,69.597427
1996,4,10,9,15,2,67,51.353848
1998,4,10,9,11,9,81,64.824249
2000,4,10,9,11,9,81,53.843105
1999,4,10,9,10,16,82,65.828011
1998,4,10,9,8,5,90,76.696617
1996,4,10,9,9,11,101,56.649593
1997,4,10,9,11,2,102,59.378654
1999,4,10,9,6,19,105,67.803917
1998,4,10,9,8,20,113,62.360096
1995,4,10,9,8,20,113,83.281921
1997,4,10,9,12,14,116,74.642059
1997,4,10,9,11,6,127,57.099426
1997,4,10,9,11,8,145,72.637642
1999,4,10,9,1,5,152,42.935925
2000,4,10,9,2,12,157,61.709396
1995,4,10,9,13,1,159,69.206108
1997,4,10,9,5,10,174,70.433846
1997,4,10,9,15,13,176,80.954491
2000,4,10,9,7,11,192,56.999359
2000,4,10,9,9,6,193,58.993164
1997,4,10,9,4,15,200,73.256393
1997,4,10,9,15,12,204,82.287872
1995,4,10,9,5,15,221,85.91729
1995,4,10,9,2,17,234,75.298615
1997,4,10,9,3,19,241,75.950638
1999,4,10,9,1,15,255,59.160709
1998,4,10,9,8,9,303,82.37178
1996,4,10,9,4,11,306,67.46553
2000,4,10,9,12,5,307,71.670143
1999,4,10,9,8,16,313,82.670502
1999,4,10,9,2,20,315,76.058388
1999,4,10,9,5,8,319,84.847893
1999,4,10,9,9,5,321,87.941742
1996,4,10,9,2,12,326,107.30909
1999,4,10,9,15,6,335,109.07011
1995,4,10,9,1,17,349,75.52774
1998,4,10,9,2,7,366,86.642853
1998,4,10,9,5,4,371,71.75499
1999,4,10,9,5,20,388,89.992676
1997,4,10,9,2,8,421,88.15876
1995,4,10,9,11,17,447,117.387
1997,4,10,9,14,18,450,122.02856
1995,4,10,9,7,10,453,89.472771
1999,4,10,9,4,6,454,85.677162
1996,4,10,9,10,15,456,102.12117
2000,4,10,9,9,1,459,93.306503
1997,4,10,9,14,3,475,113.86151
2000,4,10,9,14,20,480,127.51488
1999,4,10,9,14,20,480,125.95181
2000,4,10,9,9,6,488,113.23504
2000,4,10,9,12,7,489,98.081474
1995,4,10,9,15,11,497,99.725182
1996,4,10,9,5,7,515,85.123192
2000,4,10,9,12,17,516,127.18914
2000,4,10,9,7,7,544,106.71825
1997,4,10,9,11,2,548,91.512177
1999,4,10,9,11,2,548,99.77565
1997,4,10,9,11,17,549,116.48467
1995,4,10,9,7,14,562,120.64765
1996,4,10,9,1,2,593,87.584831
1995,4,10,9,1,5,595,96.671608
2000,4,10,9,1,5,595,94.092377
1996,4,10,9,12,17,599,129.77263
2000,4,10,9,12,10,606,102.83395
1996,4,10,9,4,5,614,107.29477
1996,4,10,9,12,6,625,110.71388
1997,4,10,9,2,9,626,85.333458
1997,4,10,9,9,14,628,128.95895
1995,4,10,9,6,11,651,120.1666
1997,4,10,9,9,12,661,115.73788
1997,4,10,9,14,3,665,116.03475
1999,4,10,9,12,4,667,125.94675
1996,4,10,9,1,11,673,123.42574
1998,4,10,9,7,11,677,111.45966
1998,4,10,9,15,14,683,124.83822
1999,4,10,9,4,12,693,133.02464
1996,4,10,9,14,15,697,139.90273
1995,4,10,9,10,11,718,130.50233
1995,4,10,9,2,18,719,114.56197
1998,4,10,9,4,13,726,97.222977
1995,4,10,9,5,8,742,129.87436
1997,4,10,9,15,15,747,136.8089
1998,4,10,9,3,18,778,153.91043
1995,4,10,9,4,16,780,131.96889
1999,4,10,9,1,7,786,119.34625
1996,4,10,9,2,15,788,131.03116
1998,4,10,9,7,16,813,147.17345
1997,4,10,9,12,13,825,150.88634
2000,4,10,9,9,19,830,131.7164
1995,4,10,9,9,19,831,151.4729
1998,4,10,9,9,8,847,124.71295
1998,4,10,9,15,9,853,138.23672
1998,4,10,9,9,2,880,124.95062
2000,4,10,9,15,2,886,129.39566
1995,4,10,9,14,3,896,139.2424
1999,5,15,10,7,5,15,52.34037
1995,5,15,10,3,13,49,62.322948
1995,5,15,10,12,8,61,63.172916
1999,5,15,10,14,6,74,88.216507
1998,5,15,10,6,11,99,70.814751
1998,5,15,10,10,2,117,60.838745
1999,5,15,10,14,4,131,73.680908
1996,5,15,10,8,11,149,77.458618
1999,5,15,10,2,10,153,46.152557
1999,5,15,10,2,12,157,66.493767
1996,5,15,10,2,12,157,49.243332
1996,5,15,10,11,7,167,92.981438
1996,5,15,10,13,15,177,87.328331
1998,5,15,10,12,12,190,67.997795
1996,5,15,10,8,14,214,91.094345
1995,5,15,10,3,19,241,78.309555
1996,5,15,10,11,16,249,97.809601
1995,5,15,10,1,15,255,90.149536
2000,5,15,10,7,16,262,87.385185
2000,5,15,10,11,18,269,99.834038
1998,5,15,10,8,16,275,70.132736
1998,5,15,10,3,13,276,96.824768
1996,5,15,10,11,5,282,104.91136
1999,5,15,10,14,9,287,99.643753
2000,5,15,10,2,13,316,79.788605
1996,5,15,10,7,14,328,102.28596
1998,5,15,10,1,9,329,76.478394
2000,5,15,10,10,3,338,88.661743
1996,5,15,10,9,9,346,100.18579
2000,5,15,10,15,19,363,112.59775
1995,5,15,10,4,9,364,80.912155
1998,5,15,10,2,7,366,75.218117
1995,5,15,10,15,5,392,110.29432
1995,5,15,10,13,10,415,96.059937
2000,5,15,10,10,13,424,97.029259
1995,5,15,10,13,14,445,110.84885
1999,5,15,10,14,20,458,116.28372
1996,5,15,10,14,13,465,123.34469
1999,5,15,10,9,14,471,114.87991
2000,5,15,10,14,3,475,119.76415
1996,5,15,10,8,14,486,110.37154
1995,5,15,10,13,6,493,135.33707
1997,5,15,10,3,3,499,124.4577
2000,5,15,10,2,5,522,95.797012
1997,5,15,10,12,15,526,116.32275
1999,5,15,10,10,20,537,115.59953
1998,5,15,10,14,4,543,108.47392
2000,5,15,10,6,3,555,100.69536
1999,5,15,10,6,12,556,103.30119
1995,5,15,10,11,8,564,112.43822
1998,5,15,10,1,19,565,115.37704
1999,5,15,10,14,4,566,113.39744
1998,5,15,10,4,4,568,128.4679
1999,5,15,10,3,16,583,113.00672
2000,5,15,10,3,8,585,116.83089
1999,5,15,10,5,6,603,106.19812
1995,5,15,10,15,14,609,135.40561
1996,5,15,10,15,14,609,112.22599
1996,5,15,10,9,1,612,112.84955
1996,5,15,10,1,14,615,111.00774
1995,5,15,10,9,14,628,136.14255
1995,5,15,10,5,19,648,143.27205
1997,5,15,10,11,10,655,120.81023
2000,5,15,10,15,7,666,159.49504
1995,5,15,10,4,15,696,134.64632
1997,5,15,10,13,16,702,148.20126
2000,5,15,10,4,6,703,104.34505
1997,5,15,10,12,18,706,143.3369
1998,5,15,10,3,6,707,130.17688
1996,5,15,10,3,6,707,105.74117
1995,5,15,10,12,11,721,140.84177
1998,5,15,10,15,8,724,136.91914
1999,5,15,10,5,8,742,140.54024
1995,5,15,10,7,20,749,124.66965
1995,5,15,10,15,18,758,151.75671
1999,5,15,10,3,15,764,138.48299
1999,5,15,10,14,11,809,146.4283
2000,5,15,10,7,16,813,175.4334
1996,5,15,10,2,1,817,117.81066
1995,5,15,10,15,3,821,137.91338
2000,5,15,10,1,10,836,127.62836
1998,5,15,10,2,13,864,145.05402
1996,5,15,10,11,14,866,145.92252
1997,5,15,10,15,6,884,181.12267
2000,3,5,11,4,10,9,46.953979
1996,3,5,11,14,19,31,63.262383
1999,3,5,11,4,14,33,43.738045
1997,3,5,11,15,11,35,62.200226
2000,3,5,11,15,11,35,48.104702
1998,3,5,11,13,17,47,66.228386
1995,3,5,11,15,6,55,67.651146
1995,3,5,11,12,8,61,47.316048
1998,3,5,11,9,5,86,45.860065
1997,3,5,11,6,11,99,52.201836
1997,3,5,11,6,19,105,56.585556
1997,3,5,11,8,20,113,75.596024
2000,3,5,11,5,13,120,66.193268
2000,3,5,11,11,3,123,49.663155
1998,3,5,11,8,20,132,53.889076
1997,3,5,11,1,3,136,46.318188
1997,3,5,11,11,8,145,75.697266
1996,3,5,11,1,20,158,68.078575
2000,3,5,11,13,15,177,78.26062
1999,3,5,11,4,19,185,80.003006
1999,3,5,11,12,8,189,59.883717
1998,3,5,11,1,1,194,58.163513
2000,3,5,11,6,1,197,56.719536
1999,3,5,11,6,7,207,51.751591
1997,3,5,11,9,20,208,59.857788
1995,3,5,11,10,11,209,68.08329
1996,3,5,11,15,17,217,81.905464
1998,3,5,11,9,7,222,78.162468
1996,3,5,11,8,8,230,75.70903
1997,3,5,11,3,13,276,63.929501
1999,3,5,11,14,9,287,86.245926
2000,3,5,11,12,10,324,82.113258
1996,3,5,11,12,15,344,89.253922
1996,3,5,11,4,2,345,79.871986
1997,3,5,11,8,15,352,81.208374
1998,3,5,11,4,6,382,73.584663
1995,3,5,11,4,2,384,80.777489
1998,3,5,11,13,10,395,91.446915
1997,3,5,11,5,20,416,92.146004
2000,3,5,11,13,16,420,80.945236
2000,3,5,11,7,4,432,84.8339
1995,3,5,11,10,11,441,89.32489
1997,3,5,11,6,18,452,85.67601
2000,3,5,11,9,5,470,84.40715
1998,3,5,11,2,6,474,89.316116
1999,3,5,11,10,9,478,96.097916
1999,3,5,11,3,9,490,82.655708
2000,3,5,11,8,10,507,111.48297
1995,3,5,11,15,5,513,111.28964
1999,3,5,11,12,17,516,113.95273
1998,3,5,11,2,5,522,77.93074
1999,3,5,11,10,1,547,94.728302
1996,3,5,11,10,2,558,103.57657
1997,3,5,11,7,8,559,99.728577
2000,3,5,11,11,8,564,94.212677
1996,3,5,11,11,2,574,88.231773
1998,3,5,11,5,14,586,114.86457
2000,3,5,11,11,11,592,122.40992
1999,3,5,11,11,7,605,111.58019
1995,3,5,11,1,19,610,106.44798
2000,3,5,11,4,5,614,92.638557
1999,3,5,11,7,17,621,125.36131
1995,3,5,11,2,17,637,120.58796
1999,3,5,11,4,15,640,109.72806
1997,3,5,11,15,15,747,141.45314
1999,3,5,11,10,8,752,152.11681
1996,3,5,11,3,13,756,113.76763
2000,3,5,11,11,4,774,107.70144
1996,3,5,11,3,18,778,139.69508
2000,3,5,11,14,4,779,134.7018
1999,3,5,11,11,13,785,121.16959
1995,3,5,11,2,15,788,144.47479
1998,3,5,11,4,13,793,116.19814
1998,3,5,11,1,3,795,94.991737
1997,3,5,11,12,9,799,133.95305
1998,3,5,11,15,3,821,123.27149
2000,3,5,11,7,3,823,117.96208
1995,3,5,11,13,5,860,130.21255
1998,3,5,11,10,5,868,123.06288
1997,3,5,11,11,12,872,142.63794
1995,3,5,11,13,19,876,140.6288
1995,3,5,11,9,13,879,153.95934
2000,3,5,11,3,20,887,146.69438
1999,3,5,11,7,6,893,122.13161
1999,14,19,12,3,5,2,60.719749
2000,14,19,12,3,5,2,65.473267
1996,14,19,12,11,15,16,58.339417
1995,14,19,12,5,20,38,71.059944
1997,14,19,12,13,17,47,85.999954
1999,14,19,12,13,17,47,81.506851
1995,14,19,12,4,14,50,80.116035
1998,14,19,12,15,17,69,95.541885
1996,14,19,12,14,12,85,81.67363
1996,14,19,12,8,5,90,83.753426
1997,14,19,12,11,12,91,77.058609
1996,14,19,12,6,11,99,77.763046
2000,14,19,12,15,10,119,102.9944
1997,14,19,12,11,3,123,82.891136
1998,14,19,12,8,20,126,76.791992
2000,14,19,12,10,4,142,77.161499
1997,14,19,12,14,8,165,86.626884
1999,14,19,12,5,10,174,88.55468
1997,14,19,12,12,9,184,97.712936
1999,14,19,12,6,2,198,80.941528
2000,14,19,12,6,15,235,98.051567
1997,14,19,12,6,15,235,91.915176
2000,14,19,12,12,10,245,91.906006
1996,14,19,12,12,10,245,106.64367
1996,14,19,12,15,20,268,93.601952
2000,14,19,12,15,2,274,91.872871
1997,14,19,12,9,7,291,107.84959
2000,14,19,12,7,4,304,79.325226
1998,14,19,12,13,2,317,112.01364
1996,14,19,12,13,20,320,122.95492
2000,14,19,12,6,18,327,103.42935
1998,14,19,12,4,6,330,89.516708
1998,14,19,12,15,14,334,107.39185
1995,14,19,12,7,7,342,100.18371
1999,14,19,12,14,6,351,84.812302
1999,14,19,12,1,15,380,101.16781
1997,14,19,12,11,15,389,127.40836
1996,14,19,12,13,8,394,123.9464
2000,14,19,12,5,1,410,110.12122
2000,14,19,12,4,9,422,99.344063
1996,14,19,12,8,4,434,98.726822
1996,14,19,12,2,18,443,111.40012
1996,14,19,12,13,14,445,122.45361
1997,14,19,12,9,19,449,119.71587
1996,14,19,12,15,16,455,121.56585
1995,14,19,12,2,9,460,121.19763
1995,14,19,12,4,13,473,139.43419
1996,14,19,12,13,13,476,129.61198
2000,14,19,12,14,20,480,148.71338
2000,14,19,12,12,15,496,127.14224
1999,14,19,12,5,20,523,127.6438
1996,14,19,12,1,10,525,116.64059
2000,14,19,12,14,12,533,128.61542
1998,14,19,12,12,17,542,143.96751
1997,14,19,12,3,16,583,142.75922
1995,14,19,12,5,14,586,144.33447
1996,14,19,12,5,6,603,128.84821
1996,14,19,12,1,19,610,126.15258
1995,14,19,12,3,11,619,104.72422
1997,14,19,12,2,17,637,135.76802
1995,14,19,12,6,17,642,156.98509
2000,14,19,12,5,19,648,144.46353
1996,14,19,12,5,19,648,151.33287
2000,14,19,12,9,13,657,149.00388
1995,14,19,12,9,12,661,162.50359
1999,14,19,12,11,17,662,155.68904
1999,14,19,12,7,5,671,136.73236
2000,14,19,12,11,4,674,135.69267
2000,14,19,12,2,20,690,160.24043
1998,14,19,12,4,12,693,115.34196
1995,14,19,12,4,6,703,145.46774
1998,14,19,12,2,6,712,135.47206
1996,14,19,12,6,10,713,146.90974
1996,14,19,12,6,13,730,135.92844
1996,14,19,12,1,19,743,139.17952
1999,14,19,12,1,20,746,148.44411
1996,14,19,12,12,13,769,151.29591
1996,14,19,12,4,7,772,122.5386
1996,14,19,12,4,7,772,126.1944
1999,14,19,12,13,10,800,151.78685
1996,14,19,12,13,10,800,162.63815
1996,14,19,12,5,11,812,135.8378
1998,14,19,12,5,9,840,161.00836
1998,14,19,12,5,9,840,142.59151
1996,14,19,12,7,1,843,146.80328
1996,14,19,12,15,6,884,146.04323
1999,14,19,12,5,2,897,156.85416
1999,14,20,13,11,18,8,81.025993
1996,14,20,13,6,20,22,71.352753
2000,14,20,13,4,14,33,84.229584
2000,14,20,13,1,12,40,66.150612
1996,14,20,13,4,18,51,77.898674
1995,14,20,13,1,6,76,61.984474
1999,14,20,13,11,9,81,72.303741
1996,14,20,13,9,11,101,74.623306
1997,14,20,13,15,15,109,92.441711
1997,14,20,13,13,14,110,79.894638
1996,14,20,13,12,14,116,97.052605
1996,14,20,13,15,10,119,89.663551
1995,14,20,13,15,9,138,86.131683
1999,14,20,13,8,17,173,105.15106
1999,14,20,13,3,9,213,93.081696
1996,14,20,13,2,10,223,79.698578
1997,14,20,13,10,16,240,110.30583
1997,14,20,13,1,18,253,85.370598
1998,14,20,13,1,4,254,99.210121
1997,14,20,13,1,15,255,97.731873
1997,14,20,13,6,3,266,75.285706
2000,14,20,13,13,18,273,116.19053
1996,14,20,13,15,2,274,88.003059
1997,14,20,13,2,20,315,119.37786
1998,14,20,13,9,6,322,108.86858
1999,14,20,13,12,9,341,113.06066
1998,14,20,13,4,2,345,86.73188
1995,14,20,13,12,15,359,105.54294
1997,14,20,13,4,19,376,120.27171
1999,14,20,13,13,10,395,117.7305
1998,14,20,13,5,7,397,108.90604
1995,14,20,13,13,15,401,126.78424
1998,14,20,13,11,17,407,106.94686
1995,14,20,13,14,3,429,109.67104
2000,14,20,13,15,15,439,130.51575
1995,14,20,13,10,11,441,131.03276
1999,14,20,13,2,18,443,119.62415
1996,14,20,13,6,5,446,104.20721
1997,14,20,13,7,18,467,121.74387
1997,14,20,13,8,14,486,124.22273
1997,14,20,13,8,14,486,144.23592
2000,14,20,13,6,15,502,121.7037
1997,14,20,13,10,1,505,122.51497
1996,14,20,13,7,7,544,137.92857
1995,14,20,13,11,2,548,117.14086
1995,14,20,13,11,5,576,111.52184
2000,14,20,13,4,12,596,113.84644
1999,14,20,13,12,17,599,151.70145
1996,14,20,13,11,7,605,111.22897
1997,14,20,13,10,4,607,143.21175
1995,14,20,13,11,15,632,146.19548
1995,14,20,13,2,17,637,138.94969
2000,14,20,13,4,15,640,131.48979
1997,14,20,13,1,2,649,127.53924
1998,14,20,13,9,12,661,134.35646
1995,14,20,13,9,15,684,153.88101
1998,14,20,13,1,10,710,129.8643
1999,14,20,13,14,20,711,166.95604
1998,14,20,13,14,20,711,156.43948
1999,14,20,13,10,1,723,139.01317
1999,14,20,13,4,13,726,137.54581
1997,14,20,13,1,15,754,139.23891
1996,14,20,13,9,1,755,125.83731
1997,14,20,13,8,1,770,139.27562
1995,14,20,13,11,9,787,145.6696
1996,14,20,13,13,10,800,152.55821
1997,14,20,13,9,10,804,149.24467
2000,14,20,13,7,20,811,165.28044
2000,14,20,13,15,7,819,169.07845
1995,14,20,13,12,14,824,178.3642
2000,14,20,13,9,19,830,179.28067
1995,14,20,13,7,16,835,170.62717
1995,14,20,13,3,15,841,157.79962
2000,14,20,13,9,12,842,157.25372
1997,14,20,13,8,19,852,171.04352
1995,14,20,13,2,16,857,146.524
1997,14,20,13,14,12,858,194.97121
1996,14,20,13,13,5,860,165.91135
1999,14,20,13,2,13,864,159.5585
1995,3,6,14,5,7,3,51.623779
1995,3,6,14,12,13,6,67.893265
1999,3,6,14,14,20,13,56.311855
1997,3,6,14,11,15,16,50.373001
1996,3,6,14,11,1,24,47.434422
1996,3,6,14,9,16,29,65.589935
1998,3,6,14,15,11,35,68.629799
2000,3,6,14,2,17,37,38.214333
2000,3,6,14,2,4,39,42.286354
1996,3,6,14,10,11,63,58.281208
1997,3,6,14,9,18,70,56.73999
2000,3,6,14,8,5,84,49.674763
1997,3,6,14,8,5,84,49.487572
1995,3,6,14,14,12,85,60.681301
2000,3,6,14,1,2,98,34.360634
1995,3,6,14,8,16,125,65.599152
1997,3,6,14,3,16,182,47.488132
1995,3,6,14,6,1,197,41.401562
1998,3,6,14,6,1,197,63.029305
1995,3,6,14,7,12,199,71.486519
1997,3,6,14,9,20,208,87.7314
1998,3,6,14,3,12,215,70.53157
2000,3,6,14,9,11,259,85.67691
1996,3,6,14,5,13,270,83.306175
2000,3,6,14,3,5,283,77.404587
1997,3,6,14,5,17,294,99.407005
1996,3,6,14,8,14,299,70.532799
1999,3,6,14,2,10,300,78.459816
1999,3,6,14,4,11,306,85.905663
1997,3,6,14,12,5,307,92.918282
1997,3,6,14,6,11,309,67.598381
2000,3,6,14,4,6,330,69.561516
1996,3,6,14,7,9,348,89.72393
1999,3,6,14,14,6,351,96.597221
1998,3,6,14,9,15,357,111.77378
1996,3,6,14,15,11,361,74.100647
1996,3,6,14,5,16,374,93.475319
1998,3,6,14,14,2,377,105.49055
2000,3,6,14,13,10,395,91.765869
1997,3,6,14,13,10,395,84.842796
1996,3,6,14,14,8,399,82.914642
2000,3,6,14,5,20,416,105.0392
1997,3,6,14,6,18,418,108.3094
1997,3,6,14,4,9,422,71.689819
1995,3,6,14,15,3,461,89.769791
1996,3,6,14,10,9,463,100.42294
1998,3,6,14,10,9,478,113.28067
2000,3,6,14,9,18,487,116.10664
1997,3,6,14,12,15,496,113.44995
1999,3,6,14,7,16,506,92.851288
1996,3,6,14,12,15,526,97.641777
1998,3,6,14,10,9,531,98.065475
2000,3,6,14,11,6,539,109.23358
1995,3,6,14,11,6,539,86.147881
1996,3,6,14,12,17,542,115.83456
1995,3,6,14,7,7,544,87.074287
1995,3,6,14,1,19,565,115.05664
2000,3,6,14,11,5,576,107.46244
1995,3,6,14,1,2,584,87.129082
1997,3,6,14,6,7,597,88.217789
1997,3,6,14,10,19,611,134.4881
1999,3,6,14,3,17,623,108.6039
1995,3,6,14,10,5,624,106.23683
1999,3,6,14,8,6,644,101.58153
1996,3,6,14,5,2,645,94.408592
1996,3,6,14,6,20,653,114.96395
1997,3,6,14,10,6,654,118.21343
1995,3,6,14,9,12,661,114.74564
1995,3,6,14,1,10,668,106.48723
1998,3,6,14,11,4,674,93.523781
2000,3,6,14,11,17,675,114.59212
1997,3,6,14,9,15,684,117.91201
2000,3,6,14,4,15,696,115.22934
2000,3,6,14,8,5,699,126.1535
1998,3,6,14,5,9,705,121.68143
1996,3,6,14,4,13,726,114.41013
1996,3,6,14,3,13,748,110.2636
1999,3,6,14,5,1,789,134.24088
1995,3,6,14,11,11,801,136.4817
1997,3,6,14,2,16,818,141.76222
1996,3,6,14,3,12,839,125.99766
1997,3,6,14,9,8,847,133.6647
1999,3,6,14,15,13,850,129.44885
1996,3,6,14,15,9,853,135.04578
1997,3,6,14,13,14,855,142.42418
1999,3,6,14,2,5,856,129.47725
2000,3,6,14,6,19,881,137.8037
1999,3,6,14,12,4,888,130.96677
1998,3,6,14,2,4,898,137.69427
1998,7,5,15,9,6,1,40.805149
1997,7,5,15,3,5,2,33.789936
2000,7,5,15,1,1,28,24.850693
1997,7,5,15,3,13,49,42.807529
1996,7,5,15,3,13,92,56.900513
1999,7,5,15,14,4,96,56.98629
1996,7,5,15,7,15,114,56.628681
1995,7,5,15,12,14,116,83.754921
1999,7,5,15,14,4,131,78.89463
1996,7,5,15,8,11,149,69.085297
1997,7,5,15,2,10,153,50.356827
1996,7,5,15,2,10,153,85.307426
1999,7,5,15,13,12,181,89.88176
1999,7,5,15,8,16,188,88.936905
1999,7,5,15,3,20,201,70.386436
2000,7,5,15,3,9,213,85.516739
1998,7,5,15,7,12,220,78.587173
1998,7,5,15,2,14,238,104.23499
1999,7,5,15,13,4,239,70.789246
1997,7,5,15,12,10,245,93.599655
1998,7,5,15,11,5,261,79.787422
1996,7,5,15,6,12,295,77.257622
1995,7,5,15,9,5,298,75.483566
1995,7,5,15,12,5,307,110.4873
1999,7,5,15,14,7,308,84.197083
1999,7,5,15,15,2,314,70.729256
2000,7,5,15,9,5,321,95.020264
1997,7,5,15,12,10,324,101.36468
2000,7,5,15,10,3,338,85.083549
1995,7,5,15,11,12,355,91.770905
1995,7,5,15,12,15,359,99.57531
1998,7,5,15,13,11,362,92.584473
2000,7,5,15,8,3,375,70.586334
2000,7,5,15,10,8,379,88.011589
2000,7,5,15,4,6,382,75.290489
1997,7,5,15,11,15,389,88.244041
1999,7,5,15,5,1,410,73.511742
1998,7,5,15,7,12,411,86.590973
1999,7,5,15,8,4,434,101.15946
1996,7,5,15,9,19,449,106.1613
1997,7,5,15,4,6,454,89.364006
1997,7,5,15,10,9,463,95.078087
2000,7,5,15,10,9,463,109.64484
1995,7,5,15,9,3,469,93.173012
1996,7,5,15,2,6,474,98.119316
1995,7,5,15,2,6,474,108.41641
1998,7,5,15,13,16,479,103.32951
1996,7,5,15,5,11,482,98.417458
1998,7,5,15,12,7,489,71.943092
2000,7,5,15,12,7,489,85.381264
1997,7,5,15,9,13,498,117.43568
2000,7,5,15,11,1,504,113.58488
1998,7,5,15,9,6,512,87.922684
1996,7,5,15,1,10,538,71.524673
2000,7,5,15,4,4,545,85.359375
1996,7,5,15,13,3,561,116.50707
1996,7,5,15,4,14,569,113.57447
1998,7,5,15,11,19,572,122.93457
1998,7,5,15,2,16,575,116.47728
1995,7,5,15,1,1,578,98.292526
1999,7,5,15,1,1,578,87.919571
1996,7,5,15,11,9,594,111.74852
1996,7,5,15,12,17,599,131.20988
1999,7,5,15,13,20,600,139.37943
1995,7,5,15,15,14,609,114.95984
1995,7,5,15,1,19,610,102.94154
1995,7,5,15,7,1,646,91.744263
1996,7,5,15,9,8,647,120.46532
1998,7,5,15,10,6,654,118.30258
1999,7,5,15,15,7,666,110.25529
1998,7,5,15,9,11,678,113.18845
1995,7,5,15,13,19,689,129.61272
1997,7,5,15,11,13,701,127.74193
1996,7,5,15,2,6,712,116.2737
1995,7,5,15,7,18,714,141.89874
1999,7,5,15,11,11,734,122.12595
1999,7,5,15,1,9,735,124.62776
1999,7,5,15,9,2,737,99.348785
1998,7,5,15,9,8,739,119.7338
2000,7,5,15,2,13,745,120.43729
1995,7,5,15,9,3,753,117.55595
1998,7,5,15,6,10,761,104.2318
2000,7,5,15,2,1,817,124.92574
1999,7,5,15,11,17,826,145.02682
1998,7,5,15,9,12,842,140.3007
1998,7,5,15,9,12,842,140.08316
1995,7,5,15,11,14,866,146.54132
1995,7,5,15,11,9,875,148.1236
2000,7,5,15,6,19,881,163.43648
1995,7,5,15,15,11,889,150.95866
1998,7,5,15,7,6,893,139.28439
1995,11,15,16,7,5,15,59.149521
1998,11,15,16,11,1,24,60.542244
1996,11,15,16,4,9,25,49.594563
1996,11,15,16,6,18,27,88.543739
1995,11,15,16,15,11,35,81.777023
1998,11,15,16,4,12,43,61.473698
1996,11,15,16,1,16,44,73.544189
1995,11,15,16,5,8,71,62.220837
1996,11,15,16,11,9,81,75.332474
1996,11,15,16,8,5,84,82.999817
2000,11,15,16,15,14,104,87.540749
1998,11,15,16,2,16,108,79.356865
2000,11,15,16,8,10,112,77.373474
1997,11,15,16,7,15,114,89.567635
1998,11,15,16,3,6,150,82.32016
1998,11,15,16,8,18,155,96.204964
1997,11,15,16,13,15,177,104.13129
1999,11,15,16,8,8,178,93.284988
2000,11,15,16,5,13,187,88.118446
2000,11,15,16,6,1,197,69.248978
1999,11,15,16,11,18,206,98.498947
2000,11,15,16,6,6,211,56.658237
1997,11,15,16,5,15,221,89.069
2000,11,15,16,10,16,240,96.996452
1996,11,15,16,14,12,252,97.708847
1996,11,15,16,14,12,252,115.7292
1995,11,15,16,15,14,278,120.68288
2000,11,15,16,11,5,282,62.233658
1998,11,15,16,6,5,296,88.82029
1995,11,15,16,8,9,303,90.682747
1995,11,15,16,7,13,311,117.74001
2000,11,15,16,7,13,311,89.896683
1999,11,15,16,9,20,312,112.08549
1995,11,15,16,9,20,312,116.62067
1999,11,15,16,12,15,318,114.75336
1995,11,15,16,7,7,342,116.22351
1996,11,15,16,1,17,349,90.056602
1997,11,15,16,4,2,384,102.84612
1995,11,15,16,6,15,391,100.03886
1996,11,15,16,15,5,392,96.274086
1999,11,15,16,3,14,403,118.64825
1998,11,15,16,11,16,404,117.36584
1998,11,15,16,11,9,406,115.84048
1995,11,15,16,1,3,417,105.13486
2000,11,15,16,13,16,420,136.69443
2000,11,15,16,4,18,423,112.88499
1998,11,15,16,4,18,423,97.404594
1997,11,15,16,10,12,448,107.46937
1997,11,15,16,10,12,448,114.52569
1995,11,15,16,10,12,448,117.09812
1995,11,15,16,9,19,449,126.21107
2000,11,15,16,15,12,457,126.3077
1998,11,15,16,15,3,461,103.146
1999,11,15,16,9,8,462,87.040016
1997,11,15,16,13,13,476,99.907722
2000,11,15,16,1,19,484,118.90134
1995,11,15,16,14,19,485,142.48746
1998,11,15,16,13,6,493,112.8106
1997,11,15,16,6,6,495,115.241
2000,11,15,16,2,5,522,107.78368
1998,11,15,16,12,17,542,131.28801
1998,11,15,16,10,5,571,133.80659
1996,11,15,16,1,2,593,99.649513
1999,11,15,16,12,17,599,128.75755
1998,11,15,16,13,11,608,141.42194
1999,11,15,16,12,7,613,99.227531
1999,11,15,16,2,20,617,128.89032
1995,11,15,16,10,5,624,150.95248
1996,11,15,16,11,16,634,145.9669
1997,11,15,16,11,10,655,139.53934
1997,11,15,16,5,8,660,120.3159
